sentence,label
so my opinion is If friend is stay in the world and then friend can help every thing .,0
He has a lot of money and fame but no family life . ,1
Adults are content to send their children to school to be in contact with these different kinds of classes .,1
"These useful skills that I learned from reality are going to be the greatest gifts for my future career , and they can not be found in textbooks , anyway . ",1
The time to take a risk can be compensated with consulting others who are more professional than me in sorting out the issues or solving the risky problems . ,0
and you stand nowhere in any subject . ,0
"Scond , Menzied points that chinese ships in the 1400s used very distinctive anchors that were round stones with a hole in the middle .",0
They complete each other .,0
We have a lot of papers to write .,1
"In the passage , it is said that only endotherm animals can maintain their temperature in such cold climates .",1
I think people should travel by making decision by themselves with sevral reasons .,0
"Some people walk to work or use the underground , but if you have a car you can use it to get to work .",1
"During the Mao regime , cars were only accessible for politicians or privileged party members .",0
Operation room is not a bookmaker office or lottery house . ,0
The incoming generation will not ride a two wheeler .,1
"Sometimes age , in my view , is a barrier to some things in life . ",1
"In today 's world , we have just developed the first aspect . ",1
There are very successful politicians that never tried somthing new . ,0
"I succeeded by trial and error , which gave me a very good feeling about myself .",1
"Throughout our lives , we need to talk about our families . ",1
"But , on the other hand , we are at risk of being poisoned by this product because farmers often feed their fish growth-inducing chemicals .",1
Learn ! ,1
"Then , when we went to the Science Olympiad , she would have diverse knowledge about the subjects and it would not be new for her to think about new things . ",1
"Before selecting a product , everybody should carefully read all the information available about it .",1
"None of the tourists will come , Yellowstone will not be as popular , and of course , local businesses that depend on the park visitors will suffer as a result .",1
It has some problems that it can affect to humans .,1
So what shall I do ?,0
it contributes to the air pollution and the temperature arising .,0
"None of the tourists will come and Yellowstone will not be popular and , of course , local businesses that depend on park visitors will suffer as a result .",1
"Really successful people gained their fortune by doing somethig new , something that no one else has ever done before , that means that nobody knew how to do it well that was their risk . ",1
"No tourists will come and Yellowstone will not be popular and of course , local businesses that depend on park visitors suffer as a result .",1
It is related strongly to our daily life .,0
Althogh some people say that the treasures are already found . ,0
"However , this reading passage casts doubts on the speaker 's mention . ",1
"But if I was trying to do all the sight-seeing without a tour guide , that would be very difficult and dangerous .",1
"For example ; Smoking , I know that smoking is bad .",0
"In this time , my opiniom is young people enjoy life than older people do .",0
"Third , the professor agrees that gas prices in the United States are cheap , and they should raise them to protect the enviroment and the health of people . ",1
You can become smarter than the other people . ,0
Sulfur dioxide is released into the air with other pollutants . ,0
I want broad knowledge of many academics .,1
This offers you a lot more possibilities and you can stay at places you like and avoid the ones you do n't like . ,1
"If every people thinks to learn and understand lots of scientifc subjects , any person will do not do it and as a result of this any science is n't imporeved . ",0
But the lecturer shows different angles of the system .,1
"And when you order a big mac and see the size of it , its nothing compared to what you saw in the commercial I feel like throughing it at thier face . ",0
Traveling without a guide gives you the liberty to visit places you want to visit at your own pace and plan the trips you want to take . ,1
"And availablity of jobs to the candidates having specfic knowledge is less when compare to the all round perormer ,",0
Everybody would in the end benefit from their experience : people in general and people who wants to learn from them .,0
So that they have to pay more attention to their health rather than to enjoying the arts .,1
"However , there were n't any particles . ",1
"It is not much less frequent , though , and it still fulfills the needs that we have for it today .",0
There can be any other theories about migrating reason and about the methods of migrating . ,0
"Although , learning more subjects gives us great knowledge , which makes me successful in my studies .",1
The product is always presented in a perfect way . ,1
It is necessary a breakthrough event or product to succeed .,0
"On one hand you have the general practitioners who look at all the basic problems related to the body , while on the other hand you have the specialists who only take care of specific areas , whether it be an orthopedic surgeon ( related to bones ) , a cardiologist ( related to the heart ) or an ENT ( ear , nose , throat ) surgeon . ",1
But the only reason is that they are never giving up .,1
They have espessial diet .,0
Does age actually have an impact on the way you live your own life ? ,0
The facts were n't as important as the context . ,0
"So in this field , it is very important to understand all the concepts and ideas they gave us and use these to solve problems . ",1
"Every house nowadays has a computer , mobile phone , etc. , these are the things today 's man want to live with .",1
"For example , drivers might memorize where the speed camera is located . ",1
Everybody knows each other .,1
"However , the importance of being knowledgable of facts can not be underestimated .",1
"From this , the professor agreed with some ideas and disagreed with other ideas . ",1
"Usually in the advertisements a presentable face is used they try to present some modals , nice babies , known faces as sports men , only to let the product looks better than it was . ",1
The gas from cars will destroy the environment of the earth and it will also heat the earth up . ,1
He knows how to draw the line between gambling and taking a risk .,1
"Furthermore , my friends who are nineteen years old and drive their own car. they would still like to buy another one . ",1
They wander in the streets wearing all kinds of clothes .,0
"This is supported by national and international policy which attractively presents the advantages of going abroad , making self-experiences in other countries and cultures , learning foreign-languages while staying in a country where this language is spoken , and so on .",1
Internet encyclopedias can contribute a new articles or make an editorial change .,0
"Really successful people gain their fortune by doing something new , something that no one else has ever done before ; their risk is doing something that nobody else knows how to do well . ",1
Reason is to pay for them and teach more than other institutes .,1
"In my opinion , if you want be a successful person , you should be brave enough to try new things and take risks . ",1
"When someone performs a legal behavior , he is justified by the law .",1
I wish I can go to travel somewhere that I can take pictures as much as I want it .,0
"Lastly , business owners thought factories would help reduce their overrall business expenses by reducing their transportation costs . ",0
"If they are a family who likes to go places , they would prefer a car against other vehicles . ",0
"And a rolling stone gathers no moss , says proverb . ",1
"And at the end , if you take a risk and you success in that , you surely will become a successful person with all the merits , and maybe also the awards , you merit .",0
"Because you do not need to be a hero in order to try new things , you just need to want it and know that any result will be a succes in things that you want or in learning . ",0
"First , the ships not only helped them to spread , but they were also killed by ships .",1
I feel that with the environmentally friendly benefits and with the attachment that society already has on cars will make people keep riding cars . ,0
"The fact is that , by making the nails ourselves , they would probably cost us more than buying them .",1
"When I was a senior in high school , I spent all of my time studying textbooks for the tests . ",1
It usually makes them to be more postive to do it . ,0
A younger person however will need time to define his or her wants in life . ,1
The product is always presented in a perfect way . ,1
"First of all , old houses are not necessarily suited to the needs of mordern residents . ",0
"However , Bill Gates made people 's lives more comfortable than they were previously .",1
"Therefore , we have to reduce sulfur and nitrogen dioxide . ",1
The definication yong or older is not apparent . ,0
"The second points is about the evidence , according the passage the evidence that associates the Sphinx with a know Old Kingdom King and identifies the Sphinx as honoring Khafre , but the lecture says that , the evidence is not strong enough to accept the point , it is not strong enough also to accept the Old Kingdom King Khafre and his stone plaque between the Sphinx front paws that identifies the Khafre .",1
"Second , he can not accept the results of a lie detectors and use it as evidence in court .",1
"It gives him many opportunities in life , and I think that being a knowledgeable person is a very wonderful thing to have so we can spend our lives in a successful way and full of happiness .",1
"Therefore , if someone comes up with that breakthrough or innovative idea , he will be the first to capitalize on it .",1
"If they teach them , they will never forget it and it is benefitial for our country .",0
"It means , to understand an war development , you should understand the ideas and cultural moviments that resulted in a particular period , and helped for the occuring of that war , for exemple . ",0
But by then we have already bought the product and end up loosing the money . ,0
One of these important elements is the internet .,1
Major improvements should be done in public transportation to get people to give up their vehicles .,1
"Yes that 's right , but there are some young people who think about the idealism of their country , about their communities in Indonesia , about their friends who ca n't eat and who ca n't go to school . ",1
We can use it .,1
Now I have outstanding scores . ,0
The size of the treasure written is too large .,1
"So for these reasons , I really believe that it 's important to have a broad knowledge of different subjects instead of being focused on just one , because sometimes the answer that we are searching for can be easily found in a field that can seem unrelated to our purpose .",1
"and then , makers of cars need to develop the systems for safe almost completely . ",0
Many people were killed by a car . ,1
"As a student who studies many different subjects at the same time , I found it very beneficial . ",1
"Second , critics argue that many cases of placebo induced improvement that took place only at a psychological level .",1
"What we have to care about is that the oil is not used only for cars , but also other materials .",1
"However , the problem is how long will it take us to find out that we are actually controlled by the advertisements and the perfect image they gave us ? ",0
He mainly concetrate on the questions asked him at the time of interview . ,0
"someone likes music and someone like science , and some one is talent on ballet while someone is not . ",0
"Therefore , many psychological tricks are used to let a product seem more attractive than it is in reality .",0
The important thing about this case is that each country has to use an official solution for their learning problems .,1
Therefore peaple will be able to live with the automobile sosiety and the nature for the future . ,0
"While air travel has increased in recent years , there has been no decrease in car travel or car sales . ",0
It provides a copious amount of wood to the industries . ,1
"For example , work on a project .",1
"however , I firmly believe that traveling with guider is quiet beneficial because of it 's posibillity to travel many places in a short time and safetiness .",0
"The bass is not only predetor for menhaden , so if people catch more basses the population of another fishes also will grow up . ",0
But YOU have to create these opportunities . ,1
"As a tour guide , the person has to be familiar with the place he or she is touring .",0
"When we were born , our parents tough us how to speak , after we grow up , they send us to the school to learn how to write , sometime you have to learn the vocabulary from the write , then you can use more words in your speak .",0
"Before wasent like that , we was all tha times under the voluntad of the man , and depending economyc from him . ",0
To work hard means to run the company .,1
"after we know and learn the facts , it will be easier for us to understand ideas and concepts .",0
Also the animal population grew and recovered well after the fire . ,1
"Because of the requirement of men going to army , men have to sacrifise their preciouse time of youth . ",0
"It is obvious that after returning , I was tired and the night is meant for sleep ! ",1
"although , learning more subjects gives us a huge knowledge which is make me sucssesfu in my study .",0
Without facts there will be no ideas or concepts developed . ,0
New experiences to somebody is the same as the challenger and challenger is movement and reason for some people to continue living .,1
but lecturer shows different angle of the systm ...,0
"However , are these things all good to people ? ",1
"Secondly , chimp can also present the capability for grammer which means it can demonstrate the ability to combine words and be able to use grammatical constructions .",0
Cars became important in our lives . ,1
Everybody deserve to enjoy life .,0
"Therefore , I think there will be more cars than today .",1
"When older people think like that , it creates big problems with young people . ",1
some guider is not sure about information .,0
Other tourists could give you some tips for the trip from their experience . ,1
"For example , they do not like to wait much . ",0
Sceene of violence can affect on them . ,0
Learn . ,1
Save your time and be satisfied with this journal .,1
They bring us to far places in quite a fast speed without much human physical exertion . ,0
"Critics of this policy focus on three points ; first , Yellowstone fires scorched a large area of land , resulting in the loss of a lot of plant species . ",1
"Thinking of their future , young people are trying to make a better society for everybody .",1
Others would like to spend more time shopping than going around the places . ,0
But there are several reasons that draw me to this conclusion .,1
some tour guide who will want to set maximum security make tour difficult because you will only have a wonderful view throught the bus . ,0
Successful people had gone through lots of hardship . ,0
It can certainly help us to move to the next stage .,1
"and when we want got those energy , we need desport the ground and soil or oceans , because those energy were found in those palce . ",0
Some people say that the treasures are already found . ,1
"because , student must do homework .",0
It mentions about the cane toad which threatens many local species in Australia .,0
He last choosed to learn truth . ,0
"So it is complex , looking after many new employee every year can be difficult . ",0
But they are not examples for the whole &raspsquo; &raspsquo; young people community '' ... ,0
Also its been on all the sections because we use the head phones it makes alot of noise and it seriously very hard to stay on task . ,0
They come together for a 'LAN-party ' with the neighbour 's kids .,0
"By the same token , people will learn many different intellages by doing so many things but they just learn it 's appeals not get any crutial informations and wisdom form it .",0
But like the lecturer suggests we could subsidize the poor and this policy will help put the right prices on our natural resources and environment . ,1
People will buy more cars and take advantage of this mode of transportation in the days ahead .,0
"As a result , she was able to get a job that she badly wanted but did n't expect because so many people were flocking to this company .",1
I do not gree that initative people will take risk more than those who do not .,0
They also have more responsibilities than a younger person . ,1
Board knowledge on may subjects is not possiable to acqurie . ,0
However the successful person who achieved great accomplishment do not escape or give up easily in front of the even impossible things regarded among people .,0
"Firstly , the population of the world is increasing exponentially . ",1
Have you ever think about this ?,0
"In my opinion , if they start one subject , never give up . ",0
"It is composed of not only seniors , but also university students . ",1
,1
"It is also undeniable that if a man has diversified knowledge , it would be immediately useful . ",1
Afther that they have to find a well-paid job . ,0
Finding oil and petrol and digging for it is a very expensive procedure . ,0
"That is why I 'm here , to be ready for my education , that is , to specialize in one specific subject that I would like to learn in every detail . ",1
I agree with that concept to take the risk and go for the new field .,0
"What I wanted to say is , that enjoying life cannot be putted into a definition to test out if somebody is enjoying his or her life because it matches this definition . ",0
Because they sent out 2 0 % of the whole carbon emission . ,0
"In this case , older people can drink and go to a lot of places , such as night clubs , bars and so on . ",1
When the forest is caught on fire the wood turns into ashes which is pottesium . ,0
this is how we are transforming our society at the present days The actual fact of being against this statement is that we are looking what we want at the moment in order to have a great time . ,0
"Moreover , the decision of others could be wrong .",0
"Everything is possible , which we ca n't imagine .",1
So in this field it is very importnat to understand all concepts and idease which they gave us and use to solve problems . ,0
"Also , the professor indicates prescribed fire should be carful when we use prescribed fire solution . ",0
"Examples : If the good skill people do some thing wrong ways and they got good respond like thife , robber , stolen , criminal and make problems to another people . ",0
The lecture mentions Mongol court records of the time . ,1
Buses should be reserved for spots where there is no possibility to set up tramway routes . ,1
"Because when you understand the whole idea , you can imagine how the theory works .",1
"Additionaly , popular movies stars or famous people in the advertisements attract people .",0
The person who takes many subjects stands a better chance of getting a job .,1
"When someone have more than one academic subject it would be more amazing , interresting , positive , great , and helpfull .",0
"second birds navigate by landmarks like river , coastlines , and moutains .",0
The lecture says it is more important to provide enough fishes to people . ,0
"As a result , she could get a job that she badly wanted but she did n't expected because many people were flock to this company .",0
"For these reasons , I have to get a high score on the TOEFL . ",1
They take responsibility for the future of their society and the results ; it can be the most helpful thing for society . ,1
At some time they have to face the failure 's and lot of strugles . ,0
In this movie father has handicapped .,0
This does n't mean that because you take risks you are going to succeed .,1
"However , it is so rare to find old people in pubs or in gymnasiums in China .",0
It is very obvious that more cars will be sold there . ,1
Every knowledge is connected each other . ,0
"When older people think like that , it creates a big problem for young people . ",1
There are several reason . ,0
"If they are a family who likes to go places , they would prefer a car against other vehicles . ",1
Early signs can already be seen .,0
"Consequently , I agree the statement with regard to three reasons : effecting of view , face to face with people and the first time . ",0
All the facts are mere deceptions .,1
There can be no bothering and no hassle . ,1
One reason is that endangered animals is breaking nature . ,0
Peolple like to drive different types of models and they want some thinmg extra in it . ,0
That was a very beautiful dream in my mind at that time .,1
No scientist would have ever come up with their wonderful inventions and the world would have never progressed . ,0
It is important for everyone to have faith in themselves and always look forward and not stay in one place .,0
The heart decease patients shows improvement when they are taking placebo . ,0
That means that just learning facts is not going to make a temporary difference to students .,1
This does not imply that either person is not enjoying their life or enjoying it to a different degree .,1
His success belongs to his new try . ,0
"Not that bungee jumping is something that every young person wants to do , but even if he wants to do it he probably wo n't be able to . ",1
You can benefit from this knowledge in many situations . ,1
"Also the work of the media , television , magazines , and every stuff made for publicity affects the emotions of many people around the world , encouraging them to buy and buy anything they can . ",0
"Hence , from the very beginning children form this hesitancy from interaction with other people , which time then only solidifies . ",1
Establishing connections with other researchers will open the door for new projects with other researchers . ,0
Now they can afford the lawsuit against the music industries who sued them for about 100 million dollars for inventing p2p software to hack their intellectual property .,1
"Then , define your goals and work hard to achieve them . ",1
Hence from the very beginning children form this hesitancy from interaction with other people which time only solidifies . ,0
Specializing in one particular subject does not suit our life in this era which is characterized by diversity and innovation ,0
And in the place where there is no train we can not help using cars .,0
Then define your goals and work hard to achieve them . ,1
For instance we can consider that evolution exists . ,0
Understand how they work would give students a better lesson .,0
"Instead , they would help with the house or with farming .",1
Among the many skills required is the knowledge of more than two languages .,1
"However , the problem is if we use prescribed burning as a tool , it requires a lot of money - 10 times more than normal way .",0
I went to Wegman 's to buy the watch because I thought it would be nice to have one .,1
"If there were no concerned adults who had to care for the feeding , care and well being of those children , humanity as we know it would not exist .",0
And it seems like that notion will be even strengthen by the emergence of new Chinese producers how are even cheaper .,0
"And then , makers of cars need to develop the systems for safety almost completely . ",1
"Before selecting a product , everybody should read carefully all the information available about it .",0
Such people impressed others with their strong will and devotion to duty .,1
"In my case , my yonger brother need to more than academic knowledge .",0
"Therefore , they will be more deep thinking person and good for thier future , so theacher should be required to take courses every five years .",0
Traveling by yourself is very good for your future .,1
"It is not an easy task for old people to see young people spending their time on things that are , in their opinion , useless .",1
"Therefore , I can enjoy the trip more without .",1
"Thus , we can easily remember this formura without spent exstra enersy and time. , and it is still usefull to me .",0
"The first concern is how to release the drugs as fast as possible in order to sell them and make more money faster , but the government requires a certain amount of testing to be done before a drug is released , which delays the release date .",1
There can be many other theories about the reasons for and methods of migration . ,1
"Because it rains more , and the plants grow well , so the Puebo can make full use of it .",0
Because they sent out 2 0 % of all carbon emissions . ,1
"Nowadays , society is changing drastically .",1
They do not stop at the same time . ,1
So she decides to work in a Nursing Home because she wants to provide care for elderly people .,0
I held the map and tried to find all the famous points that it had marked on it . ,1
They will have tremendous problems trying to keep their car in a safe place .,1
It 's expensive .,0
"The timeline about this danger , which I have already given in the above discussion is so predictable that one can even have calculations about it if he/she has both the population and existing fuel count .",1
"No ohter transportation concept has been as successful as the car , not only because the goog street and highway system throughout the United States and Europe , but only because off the fact , that people love their cars .",0
"In my opinion , I think advertisements make products seem much better than they really are . ",1
"Knowledge as well plays an important role in life , it can be acquired by understanding the concepts rather than learning the things . ",1
"In fact , old buildings are costly to maintain . ",0
"When I go to travel to see something I want , we do not know about when it is open or close even though I study before , it might be suddenly close . ",0
It is obvious that after returning i was tired and the night is meant to sleep ! . ,0
Secondly the place of the film must must be very clear and chir must be relax etc . ,0
She believes people can increase their cultural sense by good pieces of music or preciuos movies too .,0
"If we conseder an idea as a totally autonomous concept within the individual process of defining reality , I will state that ideas are useless , not being based on experience . ",0
when they do some work they thinks they have to fine work in time .,0
Actually it might not be true .,0
i think there must be many subject better than one subject . ,0
I answered the question and I got a good impression from both lecturers and friends .,1
I think that the biggest reason is devised environment compared with past .,0
"there are two crucial facts : no particles from asteroid explosion , area of the astroid and meteriority of explosion .",0
"When you are able to understand ideas and concepts and are able to understand structures of thinking , then this can help you a lot .",1
I could not give much time to any of the sport so that i could be a great sportman .,0
The lecturer shows a different side of the system ...,1
"If not , we do not need to start its procedure . ",1
"By the same token , people will learn many different things just by doing , but they just learn its appeal and do not get any crucial information or wisdom from it .",1
"When I have been to Europe using this , I save lots of money . ",1
SOME LUCE POINTS INWALL . ,1
"When I have been to Europe by using this , I can save lots of money . ",0
"If you want to actually know somebody , you can spend the whole day with that person or place but if you do not , you do not speak to that person or even go there . ",1
She also use this to challenge the reading passage .,0
Every beginning has its end . ,0
"However , she was wrong .",0
"But generally , moments of happiness in life can not really be compared because they are different .",0
"Bus , Subway , even plane are means of travelling which can be used in a lot of areas .",0
they did not get the ideas or any concepts about what they learn .,0
"It is not bed if you know it , it means that your intelligence is high but a doctor has to be absolutely good at safing and helping ill persons .",0
"Fro exemple , it will be easier for people to concentrate on a subject such as geology , having a broad knwoledge of many academics , than to try to concentrate on geology after having studied litterature .",0
"However , almost all of tour guide would go there with my group members and me .",0
"For the Greeks , philosophers Plato and Aristotle , the capacity for understanding ideas and concepts and the intelligence as the main ability of the human soul , are the parts of ourselves that make us the beings we actually are .",1
in my opinion students need to a knowledge . ,0
"Thus , I think when we understand ideas and concept will be leaving the main effects and influence because it combine with our opinions and beleives .",0
"It 's big importance is conscious with the bad consequences of it 's decline if people continue to prefer laying down at home watching bad tv programs and other ways of easy culture , maybe more attractive to them , but bad for our future . ",0
"I think to learn facts is only an evidence if the students can work hard and if they are able to keep every detailled information as tought , but it 's definitly not an evidence for their intelligence .",0
"As a student who learns many subjects at the same time , I found it very beneficial . ",0
Even after school he has to participate in games and other extra curricular activities that are compulsory to attend . ,0
he also tells fact concepts to the students .,0
I am really sorry to continue like this but right now i am taking the test in a room with 5 more person other than me and we all are taking the test with the computer . ,0
"Secondly , the information in videos is very delivered in format , it very familiar with students . ",0
The first reason is that Groval warming did not connect with Anasazi disappearing .,0
"In my opinion , it is dependent on a particular person . ",1
"I thought it is kind of ridicurous , but we have to do as tour guide said .",0
More informations how can we get it is the important things .,0
this example proves that knowing the fact is less important compare to knowing the concepts related to it .,0
"But in general , lies do not last very long . ",0
That is what it gives us a lot of opportunity to think . ,0
Only by breaking out of your normal life can you discover new perspectives in your job and your private life . ,1
"However , his efforts still bring him success . ",1
"Also , it is more comfotable to moving .",0
The fact is that by making the nails ourselves they would probably cost us more than buying them .,0
"But they are not examples for the whole "" young person community . "" ",1
Therefore it is possible to believe that explosion of Tunguska was the explosion of asteroid .,0
"First , advertissment make me to buy some thing unplanly . ",0
I mean our homecontry because we can speak Japanese and can use Japanese .,0
"Successful people try to do new things , like use any machine that could possibly help people . ",1
"Because if study in this way occurs , I will guarantee this much and I also will also have a lot of information from the book I am studying . ",1
Like disking would stop an advancing fire . ,1
"When you understand the concepts and ideas is up to you to prove them , to see if they are really what you have been told , i think this is the main reason why students prefere facts rather than just understanding ideas and concepts . ",0
"In the passage , it is said that only endotherm animals can maintain their temperature in such cold climates .",0
it 's the time to take a rest looking back in your present .,0
but the professor refutes the idea by illustrating some tested resulta from research condcted by a oil is not taken arouend the world .,0
"And does n't matter if teh person who takes the riks , has like result all the things he or she has in mind , the important is that they made all the thing and they prove taht tahy can do a los of things in their lives , always thinking in good results for theyselves and for the whole world . ",0
And what are those risks ?,0
Billions of peple use it every day .,0
It will be always puls things for them . ,0
They are clean and big and so on . ,0
For not use car . ,0
"First , young people have a active mind .",0
Raising tax for the gas can be the most effective and possible way to decrease the use of gas in three reasons . ,0
"But if all you want is stay at home and live on your own , perhaps it is not that important for you .",0
So because more people are able to buy cars the demand for cars will increase and so the production of cars will also increase and in the end this means that the number of cars will increase from now to twenty years time . ,0
"In order to understand these , and more importantly , to link these together , that wisdom will duly serve him .",0
"Second , the scroll lists are huge gold like 35 kilograms , so it is price will be more bigger different .",0
""" And rolling stone gather no mass "" , says proverb . ",1
There are my children who are not going to school or colleges and instead coming to movies .,1
"Apparently , I have a Japanese friend in Japan whose name is Tomo .",1
Some people might bring good plan to you . ,0
Not for use with a car . ,1
"However , I have a different way of thinking towards the quote .",1
So the conclusion is clear . ,1
So it means there is no certain way about how migratintg birds find their way to the home .,0
That was a very beautiful dream in my mind at that time .,0
So I think we can not live if old people could not find siences and tecnologies and they did not developped . ,0
4:they have a big chance to prepare for their future life ,0
"For example , when I am studying for tests or doing my homework , my grandparents can go out and do what they enjoy .",0
Others who do n't have this concept they will sell uncerfied wood . ,0
"Second , if there are any problems with the goods . ",1
It provides much wood to the industries . ,0
"The cost of the underground is very cheap in some countries , such as France . ",1
due to this new product is floop in a market .,0
Members gather money for the funeral and help them .,0
The cost of using the underground is very cheap in some countries such as France . ,1
"I believe , this number is increasing and will continue to increase as generations of educated people pass on their wisdom to their children . ",0
Moreover before the oil and gas gone scientist will make new car that go by electricity or by sun light .,0
The school tries to teach the students a bit of every type of science . ,1
"Video is convenient , but , if teachers concern about students , so using texetbooks gives good ability for students . ",0
"With only facts , the students can only guess about the reasons behind the facts . ",0
She decides to work in a nursing home because she wants to provide care for elderly people .,1
They have a broader spectrum of ideas that can be developed into competencies during their student life . ,1
Because students must do homework .,1
Thereby the problem of running out of fuels is out of the question thereby augumenting my view that the number of cars will continue to rise and not decline . ,0
The other is about the extreme lengths to conserve water .,1
I think that they are not able to feel the same satisfaction as an old man seeing his grandchildren playing .,1
Fourtunately their topic becomes more clear by using this much amount of the concepts provided by the books .,0
But there still have a lot of people did not successful yet .,0
"As well as the knowledge plays also important role in the life , which can be aquired by the understanding the concepts rather than learning the things . ",0
This implies that there can be instances where no such overstating takes place at all .,1
I will explain my points of views in the following paragraphs . ,0
If students have to study for history for example it is often enough to just learn the facts but on the other hand studing for physics or maths needs the understanding of the concepts .,0
"When my grandmother was getting old , she could not move her body easily .",1
Everything is possible that we ca n't imagine .,1
"In the Reach family , all members have a car . ",1
"On the other hand , a chef that tries new tastes will be recognized , and he or she will gain a place in the cooking world .",1
"The second one is to specialize in one specific subject : one has his own test to study for , so let us talk about this subject . ",1
Maybe by doing what they already know well is better than being annoyed with something that sounds like news . ,1
"In other words , cars would not be of use in the future because of these types of transportation are being developed and invented .",1
So he took upon himself to narrow his research on this subject which was a mystery to the world . ,0
"So , Ho Chi Minh city will develope ",0
"Nowadays , we need a person who is capable of all sorts of works . ",1
"Even more relevant to the seduction of advertisement is the fact that quite frequently those images of perfection placed in front of our eyes are just mirages and illusions , bodies touched up by computer programs and therefore , they do not resemble reality at all .",0
My 1 0th exam and 1 2th exam are very good . ,1
Speed camera can be placed in many locations along a highway .,0
but in contrasting in lecture professor states that it is impossible that video is not expensive . ,0
"Because it rains more and the plants grow well , the Pueblo can make full use of it .",1
There are very distent for ancestor to move the treasure form Egypt to Dead Sea .,0
"But we are young , and our bodies generate new cells . ",1
"Forexample , My cousin is 12years old .",0
"Personally , I doubt that there will be fewer cars in use in twenty years than there are today , based on my observations of falling vehicle prices , increasing population , and the stagnating rate of technological advance in the field of terrestrial transportation .",1
"Hence , in twenty years , the need for man to go out and get what he wants will be out of question . ",0
They will have tremendous problems trying to keep their car at a safe place .,1
"In my opinion , it is dependent on a particular person . ",1
"This offers you a lot more possibilities , and you can stay at the places you like and avoid the ones you do n't . ",1
"When a talk about reaserch I mean ask people that had the product like friends , family or go to forums on the Internet . ",0
"For example , in 2 0 0 6 world cup form Germany , as many conch wanna term work . ",0
I ordered them and was promised that they would be delivered to my house in a few days . ,1
You can become smarter than the other people . ,1
"I larned many kind of subject , also I could make difrent types friends .",0
"However , a lot of reasons explain about that the placebo effect does . ",0
They explain the specific points using the examples about dinosaurs ' behavior and physical face . ,1
"They may go to the house where the elderly person lives and help the elderly person to eat food , and walk . ",1
That 's why he is a legend in these days and people repect him .,0
"This means the more languages you know , the better you can get along in other countries . ",1
"Today , drinking soda has become an addiction for many people . ",1
The other is about the extreme lengths to conserve water .,0
"So if they do n't keep up to date with recent studies , what are they going to teach their students ?",1
"On the other hand , a chef that tries new tastes will be recognized and he or she will gain a place in the cooking world .",1
"Third , the professor agrees that the gas prices in the United States are cheap , and they should raise them to save the environment and people 's health . ",1
"For instance many people use airplane , ship , and train . ",0
The development of biomechanics has made this possible .,0
"Because of the requirement of men going to army , men have to sacrifice their precious time of youth . ",1
The important thing about this case is each country has to use official solutions for their learning problems .,1
It would be similar to add a few drops of water to the ocean .,1
"we can have glance on , what is happening in the world through accessing internet in mobile also . ",0
Successful people have experienced a lot of hardship . ,1
You can buy a vanilla cake in an upscale store and another vanilla cake in the regular store .,1
"The important thing about this case is , each countrey hase to use official solution for their learning problems .",0
I have a reason that study English . ,0
This is the goverment rule that they have compulsory attand this seminar .,0
When these people create their new ideas others often look very strange on them .,0
This will be the proof of speeding offense so that the police can easily catch them . ,1
They follow the way the Sun goes from the east to the west .,0
and Goverments will not provide a good public transportation system for a many years later . ,0
It has some problems that can affect humans .,1
It is dangerous for the plants and corps and changes rivers too acidic for living fish and other animals in .,0
We still have to burn down forest to make land for farming and the result is bird will lose more of their habitat .,0
A disadvantage is that parking their car is very difficult .,1
"However , I firmly believe that students have to learn broad knowledge of many academic subjects .",0
"It is not easy for old people to see young people spending their time doing things that , in their opinion , are useless .",1
I support my feel that it can be part of life .,0
"Secondly , critics argue that many cases of placebo -induced improvement take place just at a psychological level .",0
The fact is that by making the nails ourselves they would probably cost us more than buying them .,1
The first is our life condition .,1
"In conclusion , understanding the concepts is more important than learning the facts , because it 's the underlying goal of learning the facts .",1
They go on and do it better . ,1
"Third , the professor agrees that the the gas prices in the United States are cheap , and they should raise them to save the environment and people 's health . ",1
"While , according to listening passage it seems fair for people te increase the tax price because they will be able to save money for other taxes they pay .",0
"First , the teacher is make a right way give to us , so every teacher is make a confidence to students . ",1
"I think it 's harder for successful preson to risk somethnig , thay coluld lost much more then others . ",0
"The last one they have to study about is disease , which means it will be safe . ",1
"If every person wants to learn and understand lots of scientific subjects , not every person will be able to do it and as a result of this science is n't improved . ",1
But the only one reason is that they are never give up .,0
"There will be technological development in the future , but that will only promote the use of public transportation systems and not cars . ",1
Some people can encounter with people we have no idea about .,0
"If there were no concerned adults who had to care for the feeding , care and well-being of those children , humanity as we know it would not exist .",1
Thanks to new and `` out of the box '' way of thinking it is what made our civilizations what it 's now .,0
Early signs can already be seen .,1
These are several opposing points I observed between lecture and passage . ,0
And I going to anothere country .,0
And it was very easy to me to understand why he always brang bad marks at home . ,0
"For the elderly , the only function of the phone , in some respects , is to do a job , a project , an implement on which a master can call him to do a job . ",1
"Firstly , some immergent events happening in the other countries or areas may happen in the place you live someday in future . ",0
"But I disagree with this opinion because often the advertisements do n't speak about the only functions of the product , but it promises other characteristics that they do n't deliver on .",1
The speaker argues that it is resulted from the difficulties of the today 's literature .,0
It is not bad if you know it ; it means that you are intelligent but a doctor has to be extremely good at saving and helping sick people .,1
